countryCode,customerID,PaperlessDate,invoiceNumber,InvoiceDate,DueDate,InvoiceAmount,Disputed,SettledDate,PaperlessBill,DaysToSettle,DaysLate,Late,countlate,repeatCust,InvoiceQuarter,InvoiceAmount_bin_b. more than 60,Prediction
391,46,11/11/2012,5040778858,2013-10-02,11/1/2013,53.12,0,10/23/2013,0,21,0,0,1,2.0,4,0,0.00013259661066157934
406,49,7/13/2012,5043434563,2013-06-28,7/28/2013,68.2,1,7/14/2013,0,16,0,0,1,2.0,2,1,0.00013259661066157934
818,13,3/16/2013,5046787811,2013-05-31,6/30/2013,77.66,0,7/5/2013,0,35,5,1,8,20.0,2,1,4.9998847659514
770,58,5/8/2013,5047086979,2012-06-05,7/5/2012,71.5,1,8/4/2012,1,60,30,1,9,14.0,2,1,29.998936773142354
897,54,11/25/2013,5048564900,2013-03-04,4/3/2013,46.49,1,4/3/2013,1,30,0,0,1,2.0,1,0,0.00013259661066157934
391,2,4/6/2013,5051186703,2012-07-01,7/31/2012,42.25,0,7/17/2012,1,16,0,0,1,1.0,3,0,0.00013259661066157934
897,11,9/14/2012,5051542190,2012-07-04,8/3/2012,53.95,1,9/1/2012,1,59,29,1,8,16.0,3,0,28.999041868167424
770,86,4/30/2013,5069265898,2013-07-15,8/14/2013,46.53,0,8/5/2013,0,21,0,0,4,5.0,3,0,0.00013259661066157934
391,39,6/20/2012,5080141194,2012-12-30,1/29/2013,45.8,0,1/10/2013,0,11,0,0,2,5.0,4,0,0.00013259661066157934
897,53,11/26/2012,5087638061,2013-02-06,3/8/2013,22.0,0,2/8/2013,0,2,0,0,0,0.0,1,0,0.00013259661066157934
770,20,4/3/2013,5104471628,2013-08-08,9/7/2013,62.58,0,8/19/2013,0,11,0,0,1,1.0,3,1,0.00013259661066157934
897,79,12/5/2012,5106033344,2013-09-21,10/21/2013,40.94,0,10/18/2013,0,27,0,0,12,26.0,3,0,0.00013259661066157934
770,17,7/31/2012,5112375133,2013-08-22,9/21/2013,37.25,0,9/17/2013,0,26,0,0,1,2.0,3,0,0.00013259661066157934
818,69,11/21/2012,5115237233,2013-09-22,10/22/2013,57.04,0,9/24/2013,0,2,0,0,0,0.0,3,0,0.00013259661066157934
391,39,6/20/2012,5118980474,2013-11-08,12/8/2013,69.22,0,11/21/2013,0,13,0,0,2,5.0,4,1,0.00013259661066157934
391,21,1/26/2012,5120935092,2012-02-03,3/4/2012,83.15,0,2/12/2012,0,9,0,0,0,0.0,1,1,0.00013259661066157934
406,12,8/10/2012,5126179664,2013-05-17,6/16/2013,58.35,0,6/8/2013,0,22,0,0,3,15.0,2,0,0.00013259661066157934
818,81,1/22/2013,5128563640,2013-09-19,10/19/2013,16.58,0,10/12/2013,0,23,0,0,11,22.0,3,0,0.00013259661066157934
897,11,9/14/2012,5129304908,2013-09-23,10/23/2013,40.66,0,11/5/2013,0,43,13,1,9,16.0,3,0,12.999722277465146
391,57,8/2/2012,5133177585,2012-01-03,2/2/2012,55.37,0,2/16/2012,1,44,14,1,10,25.0,1,0,13.999712607634727
391,56,1/8/2013,5135727501,2013-09-01,10/1/2013,68.88,0,9/7/2013,0,6,0,0,0,0.0,3,1,0.00013259661066157934
391,27,4/9/2013,5137377854,2013-05-07,6/6/2013,50.63,0,5/21/2013,0,14,0,0,4,6.0,2,0,0.00013259661066157934
818,81,1/22/2013,5143348258,2013-05-26,6/25/2013,27.84,1,7/5/2013,0,40,10,1,11,22.0,2,0,9.999821092604682
391,9,9/28/2012,5144461624,2013-11-13,12/13/2013,101.93,1,12/16/2013,0,33,3,1,12,18.0,4,1,2.9998896761404583
770,31,12/31/2012,5153888748,2013-08-14,9/13/2013,54.2,0,8/26/2013,0,12,0,0,0,0.0,3,0,0.00013259661066157934
391,9,9/28/2012,5156029827,2012-10-18,11/17/2012,73.57,1,11/17/2012,0,30,0,0,13,18.0,4,1,0.00013259661066157934
818,26,1/9/2012,5157346968,2013-09-06,10/6/2013,45.02,0,9/12/2013,0,6,0,0,2,2.0,3,0,0.00013259661066157934
406,25,9/15/2012,5160746172,2013-07-17,8/16/2013,76.89,1,8/10/2013,0,24,0,0,11,23.0,3,1,0.00013259661066157934
818,22,9/4/2013,5181531445,2012-02-29,3/30/2012,60.86,0,3/28/2012,1,28,0,0,0,2.0,1,1,0.00013259661066157934
406,59,4/30/2012,5190923189,2013-03-28,4/27/2013,60.25,0,4/15/2013,0,18,0,0,0,2.0,1,1,0.00013259661066157934
897,82,1/11/2013,5198527757,2012-02-17,3/18/2012,38.97,0,2/29/2012,1,12,0,0,0,1.0,1,0,0.00013259661066157934
770,20,4/3/2013,5201178540,2012-07-14,8/13/2012,62.66,0,7/25/2012,1,11,0,0,1,1.0,3,1,0.00013259661066157934
818,88,10/16/2013,5202032585,2012-05-02,6/1/2012,58.19,0,6/6/2012,1,35,5,1,10,19.0,2,0,4.9998847659514
818,22,9/4/2013,5210865686,2012-11-18,12/18/2012,51.6,0,12/5/2012,1,17,0,0,0,2.0,4,0,0.00013259661066157934
818,22,9/4/2013,5211032490,2012-02-02,3/3/2012,70.47,0,3/3/2012,1,30,0,0,0,2.0,1,1,0.00013259661066157934
818,26,1/9/2012,5211667829,2013-08-03,9/2/2013,64.53,1,8/24/2013,0,21,0,0,2,2.0,3,1,0.00013259661066157934
391,19,10/19/2012,5212915028,2012-05-03,6/2/2012,59.78,0,5/23/2012,1,20,0,0,0,0.0,2,0,0.00013259661066157934
391,71,9/15/2013,5213055907,2012-02-01,3/2/2012,56.2,1,3/9/2012,1,37,7,1,3,7.0,1,0,6.9998328850020775
897,66,1/11/2013,5215762025,2012-01-10,2/9/2012,47.75,0,2/3/2012,1,24,0,0,1,1.0,1,0,0.00013259661066157934
406,92,4/6/2012,5216037175,2012-04-13,5/13/2012,83.24,0,5/23/2012,0,40,10,1,8,17.0,2,1,9.999821092604682
391,1,7/31/2013,5219455796,2013-10-17,11/16/2013,77.19,0,10/20/2013,0,3,0,0,0,0.0,4,1,0.00013259661066157934
391,41,8/9/2013,5221373409,2012-08-16,9/15/2012,59.21,0,9/23/2012,1,38,8,1,8,15.0,3,0,7.999850134096203
897,24,4/2/2013,5224697080,2012-07-27,8/26/2012,46.31,1,8/24/2012,1,28,0,0,2,5.0,3,0,0.00013259661066157934
897,53,11/26/2012,5225282488,2013-09-07,10/7/2013,61.24,0,9/8/2013,0,1,0,0,0,0.0,3,1,0.00013259661066157934
770,93,7/9/2012,5230964660,2012-11-19,12/19/2012,60.46,0,12/20/2012,0,31,1,1,7,12.0,4,1,0.9999137284800171
897,91,2/13/2013,5231639672,2012-01-31,3/1/2012,73.32,0,2/4/2012,1,4,0,0,0,0.0,1,1,0.00013259661066157934
897,66,1/11/2013,5244938150,2012-05-25,6/24/2012,34.58,0,6/13/2012,1,19,0,0,1,1.0,2,0,0.00013259661066157934
406,25,9/15/2012,5259704172,2013-10-03,11/2/2013,64.74,1,11/9/2013,0,37,7,1,11,23.0,4,1,6.9998328850020775
406,25,9/15/2012,5267406931,2012-01-30,2/29/2012,85.22,1,3/11/2012,1,41,11,1,12,23.0,1,1,10.999747079705323
818,74,2/21/2012,5274457788,2012-09-01,10/1/2012,60.57,0,9/27/2012,0,26,0,0,4,6.0,3,1,0.00013259661066157934
897,5,6/24/2012,5277730076,2013-05-02,6/1/2013,41.31,0,6/16/2013,0,45,15,1,18,32.0,2,0,14.99965563892782
391,80,3/19/2013,5280781969,2012-07-19,8/18/2012,70.13,0,7/28/2012,1,9,0,0,0,0.0,3,1,0.00013259661066157934
391,56,1/8/2013,5284159199,2013-09-16,10/16/2013,68.47,0,9/28/2013,0,12,0,0,0,0.0,3,1,0.00013259661066157934
818,75,8/29/2013,5288556291,2013-07-05,8/4/2013,85.3,1,8/29/2013,1,55,25,1,15,26.0,3,1,24.999203054159533
818,77,11/10/2012,5302225359,2013-06-04,7/4/2013,63.58,0,6/24/2013,0,20,0,0,5,7.0,2,1,0.00013259661066157934
770,62,4/30/2012,5307752603,2012-01-23,2/22/2012,87.1,0,3/8/2012,1,45,15,1,12,23.0,1,1,14.999724625111226
391,65,11/20/2013,5308271793,2012-07-06,8/5/2012,73.84,0,8/1/2012,1,26,0,0,2,2.0,3,1,0.00013259661066157934
391,46,11/11/2012,5315380309,2013-10-23,11/22/2013,61.19,0,11/5/2013,0,13,0,0,1,2.0,4,1,0.00013259661066157934
391,80,3/19/2013,5318528972,2012-05-28,6/27/2012,95.99,0,6/12/2012,1,15,0,0,0,0.0,2,1,0.00013259661066157934
770,20,4/3/2013,5320556174,2012-10-15,11/14/2012,57.88,0,10/20/2012,1,5,0,0,1,1.0,4,0,0.00013259661066157934
406,34,3/19/2013,5338397427,2013-01-12,2/11/2013,65.61,1,2/20/2013,1,39,9,1,5,15.0,1,1,8.999823963276807
406,92,4/6/2012,5345209605,2013-05-22,6/21/2013,98.35,0,6/25/2013,0,34,4,1,9,17.0,2,1,3.9999164690535545
391,9,9/28/2012,5348963302,2012-04-27,5/27/2012,96.6,0,5/22/2012,1,25,0,0,13,18.0,2,1,0.00013259661066157934
406,67,7/19/2013,5352209758,2013-08-25,9/24/2013,60.57,1,9/14/2013,0,20,0,0,6,9.0,3,1,0.00013259661066157934
818,37,8/28/2013,5353996897,2013-06-11,7/11/2013,84.15,1,7/23/2013,1,42,12,1,8,13.0,2,1,11.99974557022743
391,27,4/9/2013,5358292729,2012-04-03,5/3/2012,65.75,0,4/30/2012,1,27,0,0,4,6.0,2,1,0.00013259661066157934
406,49,7/13/2012,5359595729,2012-06-06,7/6/2012,96.48,0,6/12/2012,1,6,0,0,1,2.0,2,1,0.00013259661066157934
818,88,10/16/2013,5364802553,2012-12-30,1/29/2013,87.0,1,3/4/2013,1,64,34,1,11,19.0,4,1,33.99830960287277
770,58,5/8/2013,5365850526,2012-02-16,3/17/2012,57.07,0,3/16/2012,1,29,0,0,10,14.0,1,0,0.00013259661066157934
897,29,7/29/2013,5367243443,2012-06-01,7/1/2012,53.81,1,7/20/2012,1,49,19,1,3,15.0,2,0,18.999463975670416
391,15,5/22/2012,5370094352,2012-02-13,3/14/2012,24.25,0,3/29/2012,1,45,15,1,7,16.0,1,0,14.99965563892782
391,51,1/10/2013,5375281177,2013-11-26,12/26/2013,80.85,0,12/7/2013,0,11,0,0,1,1.0,4,1,0.00013259661066157934
391,39,6/20/2012,5376212799,2013-02-03,3/5/2013,65.47,0,2/25/2013,0,22,0,0,2,5.0,1,1,0.00013259661066157934
406,8,11/27/2013,5378812305,2013-09-18,10/18/2013,58.58,0,10/19/2013,1,31,1,1,8,20.0,3,0,0.9999137284800171
406,59,4/30/2012,5390563017,2013-08-12,9/11/2013,62.4,0,9/6/2013,0,25,0,0,0,2.0,3,1,0.00013259661066157934
818,13,3/16/2013,5395803659,2013-10-18,11/17/2013,51.64,0,11/27/2013,0,40,10,1,9,20.0,4,0,9.999821092604682
406,85,7/5/2013,5400778193,2012-09-25,10/25/2012,37.19,0,11/1/2012,1,37,7,1,10,19.0,3,0,6.9998328850020775
406,32,5/19/2012,5404048854,2013-08-07,9/6/2013,73.08,0,8/8/2013,0,1,0,0,0,0.0,3,1,0.00013259661066157934
770,3,3/4/2013,5406697446,2012-06-16,7/16/2012,39.87,1,8/3/2012,1,48,18,1,6,14.0,2,0,17.99944578599939
897,99,7/8/2013,5408072058,2013-04-27,5/27/2013,42.86,1,6/18/2013,1,52,22,1,13,23.0,2,0,21.99627366626758
406,25,9/15/2012,5411405629,2013-09-30,10/30/2013,73.99,1,10/27/2013,0,27,0,0,13,23.0,3,1,0.00013259661066157934
770,43,12/31/2012,5417879278,2012-04-07,5/7/2012,37.08,1,5/12/2012,1,35,5,1,7,13.0,2,0,4.9998847659514
897,79,12/5/2012,5419865968,2013-08-11,9/10/2013,62.83,0,9/7/2013,0,27,0,0,12,26.0,3,1,0.00013259661066157934
770,43,12/31/2012,5420077969,2013-06-05,7/5/2013,34.36,0,6/21/2013,0,16,0,0,8,13.0,2,0,0.00013259661066157934
391,57,8/2/2012,5423618299,2013-03-20,4/19/2013,81.59,0,4/28/2013,0,39,9,1,11,25.0,1,1,8.999823963276807
391,65,11/20/2013,5433217651,2013-10-21,11/20/2013,78.59,0,11/13/2013,1,23,0,0,2,2.0,4,1,0.00013259661066157934
770,4,8/15/2013,5437619752,2013-07-05,8/4/2013,69.85,0,8/6/2013,1,32,2,1,3,5.0,3,1,1.9999121309239414
406,92,4/6/2012,5439908314,2013-05-17,6/16/2013,70.98,0,6/23/2013,0,37,7,1,10,17.0,2,1,6.9998328850020775
406,35,4/4/2013,5445841992,2013-10-21,11/20/2013,97.42,0,11/14/2013,0,24,0,0,7,13.0,4,1,0.00013259661066157934
406,8,11/27/2013,5446180510,2012-04-29,5/29/2012,50.55,1,6/11/2012,1,43,13,1,9,20.0,2,0,12.999722277465146
391,76,3/3/2012,5453381490,2013-06-10,7/10/2013,62.64,0,7/14/2013,0,34,4,1,4,11.0,2,1,3.9999164690535545
770,64,6/17/2012,5454474839,2012-08-30,9/29/2012,100.51,0,9/26/2012,0,27,0,0,2,2.0,3,1,0.00013259661066157934
391,21,1/26/2012,5458519467,2012-05-02,6/1/2012,73.62,0,5/7/2012,0,5,0,0,0,0.0,2,1,0.00013259661066157934
391,80,3/19/2013,5464873037,2013-08-28,9/27/2013,98.83,0,8/31/2013,0,3,0,0,0,0.0,3,1,0.00013259661066157934
406,78,8/24/2012,5471402464,2013-01-09,2/8/2013,51.2,0,1/24/2013,0,15,0,0,4,11.0,1,0,0.00013259661066157934
406,36,7/4/2012,5473678800,2013-09-05,10/5/2013,70.29,0,9/28/2013,0,23,0,0,0,3.0,3,1,0.00013259661066157934
406,59,4/30/2012,5480294344,2012-10-01,10/31/2012,74.56,0,10/20/2012,0,19,0,0,0,2.0,4,1,0.00013259661066157934
770,30,3/8/2013,5485299924,2012-11-02,12/2/2012,74.47,0,12/17/2012,1,45,15,1,8,19.0,4,1,14.99965563892782
406,95,3/17/2012,5493577724,2013-05-25,6/24/2013,109.81,1,6/18/2013,0,24,0,0,5,13.0,2,1,0.00013259661066157934
406,42,9/30/2013,5506147573,2013-10-02,11/1/2013,84.31,0,10/26/2013,0,24,0,0,13,20.0,4,1,0.00013259661066157934
406,97,12/10/2012,5508245592,2013-02-28,3/30/2013,48.87,1,3/9/2013,0,9,0,0,0,0.0,1,0,0.00013259661066157934
770,70,2/6/2012,5510823569,2012-04-11,5/11/2012,30.06,0,5/17/2012,0,36,6,1,15,20.0,2,0,5.999884126939366
770,64,6/17/2012,5516916159,2013-01-23,2/22/2013,83.32,0,2/6/2013,0,14,0,0,2,2.0,1,1,0.00013259661066157934
770,3,3/4/2013,5519301828,2012-01-30,2/29/2012,59.34,1,3/21/2012,1,51,21,1,7,14.0,1,0,20.999653513364535
406,35,4/4/2013,5531824498,2012-11-06,12/6/2012,95.58,0,12/6/2012,1,30,0,0,7,13.0,4,1,0.00013259661066157934
391,76,3/3/2012,5535719066,2012-11-25,12/25/2012,46.0,0,12/20/2012,0,25,0,0,5,11.0,4,0,0.00013259661066157934
406,12,8/10/2012,5536234391,2012-11-01,12/1/2012,61.2,0,12/10/2012,0,39,9,1,3,15.0,4,1,8.999823963276807
391,9,9/28/2012,5536610902,2013-06-29,7/29/2013,89.97,1,8/1/2013,0,33,3,1,13,18.0,2,1,2.9998896761404583
770,4,8/15/2013,5539674578,2013-11-05,12/5/2013,44.4,0,12/2/2013,0,27,0,0,4,5.0,4,0,0.00013259661066157934
818,47,6/6/2013,5551365805,2012-09-22,10/22/2012,96.58,0,10/7/2012,1,15,0,0,4,6.0,3,1,0.00013259661066157934
406,8,11/27/2013,5554040283,2013-02-17,3/19/2013,59.36,0,3/30/2013,1,41,11,1,10,20.0,1,0,10.999747079705323
818,55,11/26/2012,5554804891,2013-08-21,9/20/2013,77.24,0,9/9/2013,0,19,0,0,5,9.0,3,1,0.00013259661066157934
406,8,11/27/2013,5564408624,2013-08-22,9/21/2013,50.69,1,10/5/2013,1,44,14,1,11,20.0,3,0,13.999712607634727
406,73,12/15/2012,5570997637,2012-01-19,2/18/2012,43.77,0,2/29/2012,1,41,11,1,10,17.0,1,0,10.999747079705323
406,32,5/19/2012,5584045928,2012-08-25,9/24/2012,72.2,0,8/28/2012,0,3,0,0,0,0.0,3,1,0.00013259661066157934
818,23,4/28/2013,5584805665,2013-07-23,8/22/2013,71.02,0,7/23/2013,0,0,0,0,0,0.0,3,1,0.00013259661066157934
818,47,6/6/2013,5589625888,2013-02-10,3/12/2013,61.46,0,3/2/2013,1,20,0,0,4,6.0,1,1,0.00013259661066157934
391,71,9/15/2013,5591470956,2012-08-25,9/24/2012,72.94,0,9/25/2012,1,31,1,1,4,7.0,3,1,0.9999137284800171
406,59,4/30/2012,5600044644,2013-01-07,2/6/2013,67.51,0,1/22/2013,0,15,0,0,0,2.0,1,1,0.00013259661066157934
391,16,5/11/2013,5600941018,2012-01-27,2/26/2012,53.73,0,3/5/2012,1,38,8,1,1,5.0,1,0,7.999850134096203
818,47,6/6/2013,5601820333,2013-09-25,10/25/2013,76.69,0,10/9/2013,0,14,0,0,4,6.0,3,1,0.00013259661066157934
818,48,9/1/2013,5606369890,2013-02-23,3/25/2013,70.9,0,3/15/2013,1,20,0,0,0,0.0,1,1,0.00013259661066157934
818,69,11/21/2012,5609216425,2012-11-16,12/16/2012,69.4,0,11/29/2012,1,13,0,0,0,0.0,4,1,0.00013259661066157934
818,44,5/31/2012,5612029362,2013-02-07,3/9/2013,72.82,1,4/1/2013,0,53,23,1,10,20.0,1,1,23.002352933590213
406,59,4/30/2012,5614207522,2013-01-24,2/23/2013,59.25,0,2/11/2013,0,18,0,0,0,2.0,1,0,0.00013259661066157934
406,49,7/13/2012,5616666227,2013-05-16,6/15/2013,92.96,0,5/22/2013,0,6,0,0,1,2.0,2,1,0.00013259661066157934
818,74,2/21/2012,5619336586,2013-06-03,7/3/2013,75.07,0,6/30/2013,0,27,0,0,4,6.0,2,1,0.00013259661066157934
770,70,2/6/2012,5627371581,2012-05-28,6/27/2012,55.22,0,6/25/2012,0,28,0,0,16,20.0,2,0,0.00013259661066157934
897,5,6/24/2012,5633925313,2013-04-12,5/12/2013,34.75,0,6/4/2013,0,53,23,1,19,32.0,2,0,23.002352933590213
391,87,11/27/2012,5636675950,2012-03-21,4/20/2012,68.81,1,5/12/2012,1,52,22,1,4,8.0,1,1,21.996553242158072
770,60,9/29/2012,5636946317,2013-04-07,5/7/2013,57.24,0,4/30/2013,0,23,0,0,5,5.0,2,0,0.00013259661066157934
770,93,7/9/2012,5641290183,2012-12-09,1/8/2013,54.49,0,1/7/2013,0,29,0,0,8,12.0,4,0,0.00013259661066157934
818,48,9/1/2013,5652779440,2012-11-20,12/20/2012,64.27,0,12/7/2012,1,17,0,0,0,0.0,4,1,0.00013259661066157934
897,54,11/25/2013,5663633073,2013-03-28,4/27/2013,7.33,0,4/21/2013,1,24,0,0,1,2.0,1,0,0.00013259661066157934
406,35,4/4/2013,5666197272,2013-09-01,10/1/2013,42.37,0,9/24/2013,0,23,0,0,7,13.0,3,0,0.00013259661066157934
391,51,1/10/2013,5667168406,2013-06-04,7/4/2013,68.97,0,6/20/2013,0,16,0,0,1,1.0,2,1,0.00013259661066157934
770,86,4/30/2013,5669083173,2013-07-02,8/1/2013,36.26,0,7/25/2013,0,23,0,0,4,5.0,3,0,0.00013259661066157934
770,33,6/27/2013,5670127659,2012-10-01,10/31/2012,59.6,1,11/3/2012,1,33,3,1,16,25.0,4,0,2.9998896761404583
770,6,4/9/2013,5671103218,2012-12-05,1/4/2013,25.78,0,12/30/2012,1,25,0,0,6,10.0,4,0,0.00013259661066157934
818,13,3/16/2013,5672264098,2012-12-22,1/21/2013,52.62,0,2/5/2013,1,45,15,1,10,20.0,4,0,14.99965563892782
897,24,4/2/2013,5689526714,2013-01-21,2/20/2013,64.44,1,2/22/2013,1,32,2,1,2,5.0,1,1,1.9999121309239414
391,51,1/10/2013,5709007782,2013-02-02,3/4/2013,85.52,0,2/23/2013,0,21,0,0,1,1.0,1,1,0.00013259661066157934
818,74,2/21/2012,5713630505,2013-08-19,9/18/2013,51.94,0,9/20/2013,0,32,2,1,4,6.0,3,0,1.9999121309239414
818,13,3/16/2013,5715617144,2012-06-28,7/28/2012,59.91,0,8/11/2012,1,44,14,1,11,20.0,2,0,13.999712607634727
406,18,9/24/2012,5722625204,2012-03-23,4/22/2012,89.05,0,5/14/2012,1,52,22,1,5,14.0,1,1,21.99636581164712
406,59,4/30/2012,5728598959,2013-10-17,11/16/2013,71.7,0,11/6/2013,0,20,0,0,0,2.0,4,1,0.00013259661066157934
391,56,1/8/2013,5732190469,2013-08-07,9/6/2013,70.51,0,8/18/2013,0,11,0,0,0,0.0,3,1,0.00013259661066157934
406,12,8/10/2012,5732886455,2012-09-13,10/13/2012,55.14,0,10/13/2012,0,30,0,0,4,15.0,3,0,0.00013259661066157934
770,50,9/11/2012,5734148846,2013-08-15,9/14/2013,58.36,0,8/27/2013,0,12,0,0,1,1.0,3,0,0.00013259661066157934
391,61,10/9/2013,5743371067,2012-10-04,11/3/2012,55.88,0,11/14/2012,1,41,11,1,4,14.0,4,0,10.999747079705323
406,35,4/4/2013,5747215345,2012-07-05,8/4/2012,66.54,1,8/13/2012,1,39,9,1,7,13.0,3,1,8.999823963276807
406,12,8/10/2012,5750325838,2013-11-16,12/16/2013,77.33,0,12/17/2013,0,31,1,1,4,15.0,4,1,0.9999137284800171
406,36,7/4/2012,5753468265,2012-07-01,7/31/2012,94.97,0,8/2/2012,1,32,2,1,0,3.0,3,1,1.9999121309239414
391,1,7/31/2013,5759027335,2013-11-11,12/11/2013,83.18,1,11/24/2013,0,13,0,0,0,0.0,4,1,0.00013259661066157934
406,95,3/17/2012,5759152857,2012-04-22,5/22/2012,72.32,1,6/5/2012,0,44,14,1,5,13.0,2,1,13.999712607634727
897,91,2/13/2013,5759365584,2013-02-13,3/15/2013,51.43,0,2/18/2013,1,5,0,0,0,0.0,1,0,0.00013259661066157934
897,29,7/29/2013,5769308033,2012-06-10,7/10/2012,35.32,1,7/28/2012,1,48,18,1,4,15.0,2,0,17.99944578599939
406,32,5/19/2012,5769746861,2012-06-27,7/27/2012,73.09,0,6/30/2012,0,3,0,0,0,0.0,2,1,0.00013259661066157934
818,26,1/9/2012,5770867325,2012-04-21,5/21/2012,63.97,0,5/3/2012,0,12,0,0,2,2.0,2,1,0.00013259661066157934
406,8,11/27/2013,5777629589,2012-09-02,10/2/2012,57.26,0,10/9/2012,1,37,7,1,12,20.0,3,0,6.9998328850020775
770,4,8/15/2013,5779088948,2012-11-19,12/19/2012,62.84,0,12/13/2012,1,24,0,0,4,5.0,4,1,0.00013259661066157934
391,89,4/22/2012,5783904084,2012-07-15,8/14/2012,24.91,0,7/28/2012,0,13,0,0,1,1.0,3,0,0.00013259661066157934
391,2,4/6/2013,5786890759,2013-01-09,2/8/2013,34.41,0,1/27/2013,1,18,0,0,1,1.0,1,0,0.00013259661066157934
770,20,4/3/2013,5792413329,2012-06-26,7/26/2012,47.64,0,7/10/2012,1,14,0,0,1,1.0,2,0,0.00013259661066157934
770,14,11/12/2012,5796159925,2013-09-08,10/8/2013,55.16,0,9/17/2013,0,9,0,0,1,1.0,3,0,0.00013259661066157934
406,40,9/11/2012,5802848218,2012-12-14,1/13/2013,82.19,0,12/18/2012,0,4,0,0,2,2.0,4,1,0.00013259661066157934
897,82,1/11/2013,5804051179,2012-11-17,12/17/2012,29.41,0,12/3/2012,1,16,0,0,0,1.0,4,0,0.00013259661066157934
897,11,9/14/2012,5822411556,2012-12-12,1/11/2013,64.29,1,1/27/2013,0,46,16,1,10,16.0,4,1,15.999585705193477
391,57,8/2/2012,5826992356,2013-10-03,11/2/2013,105.25,0,11/3/2013,0,31,1,1,12,25.0,4,1,0.9999137284800171
770,20,4/3/2013,5831823402,2012-01-21,2/20/2012,32.78,0,2/2/2012,1,12,0,0,1,1.0,1,0,0.00013259661066157934
770,4,8/15/2013,5833648536,2013-07-13,8/12/2013,81.63,0,8/4/2013,1,22,0,0,4,5.0,3,1,0.00013259661066157934
406,18,9/24/2012,5834509499,2012-03-02,4/1/2012,67.51,0,4/28/2012,1,57,27,1,6,14.0,1,1,26.999116913187212
770,30,3/8/2013,5834961407,2012-08-09,9/8/2012,73.9,0,9/10/2012,1,32,2,1,9,19.0,3,1,1.9999121309239414
406,59,4/30/2012,5844695758,2012-01-10,2/9/2012,71.66,0,2/10/2012,1,31,1,1,0,2.0,1,1,0.9999137284800171
770,86,4/30/2013,5851010658,2012-04-01,5/1/2012,56.1,0,4/30/2012,1,29,0,0,4,5.0,2,0,0.00013259661066157934
770,4,8/15/2013,5853943614,2012-02-24,3/25/2012,62.39,0,3/25/2012,1,30,0,0,4,5.0,1,1,0.00013259661066157934
770,30,3/8/2013,5854224600,2013-09-02,10/2/2013,56.31,0,9/27/2013,0,25,0,0,10,19.0,3,0,0.00013259661066157934
897,24,4/2/2013,5861341441,2013-01-18,2/17/2013,44.79,1,2/24/2013,1,37,7,1,3,5.0,1,0,6.9998328850020775
897,90,6/3/2013,5863004374,2013-01-09,2/8/2013,52.53,0,2/11/2013,1,33,3,1,1,3.0,1,0,2.9998896761404583
391,39,6/20/2012,5865149984,2013-05-26,6/25/2013,55.1,0,6/16/2013,0,21,0,0,2,5.0,2,0,0.00013259661066157934
770,60,9/29/2012,5865665884,2012-01-28,2/27/2012,64.89,0,2/16/2012,1,19,0,0,5,5.0,1,1,0.00013259661066157934
770,70,2/6/2012,5865860062,2012-03-19,4/18/2012,48.42,1,5/9/2012,0,51,21,1,16,20.0,1,0,20.999708941824043
770,20,4/3/2013,5866198434,2012-05-13,6/12/2012,56.25,0,5/23/2012,1,10,0,0,1,1.0,2,0,0.00013259661066157934
391,61,10/9/2013,5866933192,2013-07-14,8/13/2013,62.32,0,8/19/2013,1,36,6,1,5,14.0,3,1,5.999884126939366
897,5,6/24/2012,5868117840,2012-07-05,8/4/2012,24.42,0,8/15/2012,0,41,11,1,20,32.0,3,0,10.999747079705323
897,24,4/2/2013,5870483009,2012-08-24,9/23/2012,23.08,0,9/13/2012,1,20,0,0,4,5.0,3,0,0.00013259661066157934
391,56,1/8/2013,5872970998,2013-05-29,6/28/2013,85.89,0,6/6/2013,0,8,0,0,0,0.0,2,1,0.00013259661066157934
770,86,4/30/2013,5876175760,2012-06-05,7/5/2012,64.06,0,7/13/2012,1,38,8,1,4,5.0,2,1,7.999850134096203
818,75,8/29/2013,5882624218,2013-03-17,4/16/2013,76.85,1,5/3/2013,1,47,17,1,16,26.0,1,1,16.999591926752327
406,12,8/10/2012,5893003141,2012-05-25,6/24/2012,71.36,0,6/26/2012,1,32,2,1,5,15.0,2,1,1.9999121309239414
391,87,11/27/2012,5895996518,2013-07-09,8/8/2013,65.39,0,8/2/2013,0,24,0,0,5,8.0,3,1,0.00013259661066157934
818,26,1/9/2012,5896450110,2012-12-30,1/29/2013,56.93,1,1/17/2013,0,18,0,0,2,2.0,4,0,0.00013259661066157934
391,57,8/2/2012,5897876193,2012-07-04,8/3/2012,76.81,0,8/16/2012,1,43,13,1,13,25.0,3,1,12.999722277465146
406,73,12/15/2012,5900977077,2013-05-04,6/3/2013,65.79,0,5/28/2013,0,24,0,0,11,17.0,2,1,0.00013259661066157934
406,25,9/15/2012,5902046936,2012-02-19,3/20/2012,74.94,1,3/28/2012,1,38,8,1,13,23.0,1,1,7.999850134096203
391,87,11/27/2012,5905976017,2013-03-19,4/18/2013,57.46,0,4/6/2013,0,18,0,0,5,8.0,1,0,0.00013259661066157934
770,30,3/8/2013,5908935254,2013-03-25,4/24/2013,85.86,0,4/27/2013,0,33,3,1,10,19.0,1,1,2.9998896761404583
